rounded_cumulative_distance,Height(m),cumulative_distance,geometry,Datetime,latitude,longitude,height,water_frac,coherent_power,classification,missed_detection_rate,geolocation_qual,index_right,nearest_GNSS_height,nearest_GNSS_dist,nearest_index,distance_to_nearest,height_detrended
7079.0,26.9941,7078.99422217941,POINT (719545.5584839435 5417827.547182277),2024-01-10 21:50:09.500,-41.3612951201135,-72.37548005562053,26.928713,0.9543442,31148270.0,3.0,4.5396926e-05,0.0,0.0,26.9941,7078.99422217941,6562,25.50399095912827,22.291277663404898
7076.0,26.9788,7076.083818320062,POINT (719547.4756227983 5417825.3584335735),2024-01-10 21:50:12.000,-41.36127910741078,-72.37539262144116,27.790703,0.1632883,4882780.0,6.0,4.375809e-05,0.0,0.0,26.9788,7076.083818320062,6559,18.94856120512651,23.15517426330843
7014.0,26.9149,7014.240024476142,POINT (719599.1375728742 5417792.102323654),2024-01-10 21:50:54.000,-41.36132571822557,-72.37453962788351,26.642609,1.359561,36245640.0,4.0,5.201248e-05,0.0,0.0,26.9149,7014.240024476142,6497,14.142841041420391,22.047594012284566
6950.0,26.9182,6949.7888003608605,POINT (719661.5179235721 5417777.485562711),2024-01-10 21:51:33.000,-41.36160481886698,-72.37384865026047,26.788038,1.8527291,77748390.0,3.0,4.8020916e-05,0.0,0.0,26.9182,6949.7888003608605,6433,5.2061259583869655,22.235244883756444
6802.0,26.8187,6801.920081629176,POINT (719805.0619836536 5417809.4848863995),2024-01-10 21:52:59.000,-41.36110453703869,-72.37222389835154,26.665667,0.9484779,52357060.0,4.0,7.2098e-05,0.0,0.0,26.8187,6801.920081629176,6285,15.332032744476916,22.20974239359007
6619.0,26.7396,6619.012813400083,POINT (719961.3083437386 5417901.172232407),2024-01-10 21:54:54.500,-41.3606946258725,-72.36998535595103,26.635921,1.0271178,91256296.0,4.0,0.00011221607,0.0,0.0,26.7396,6619.012813400083,6102,46.12622085906956,22.2998185890014
6128.0,26.1337,6128.191201786718,POINT (720332.0674145934 5418215.613673867),2024-01-10 21:58:41.000,-41.357648660446834,-72.3655350280311,25.994879,0.62155074,33942140.0,4.0,0.00017862758,0.0,0.0,26.1337,6128.191201786718,5661,45.98927408571404,21.98031287144798
5870.0,25.94685,5869.969214182189,POINT (720548.474145751 5418325.4065939635),2024-01-10 22:01:03.500,-41.3564639508163,-72.363473845969,25.939016,0.8549129,23457844.0,3.0,8.936151e-05,0.0,0.0,25.94685,5869.969214182189,5405,8.807627746879263,22.093610592931714
5519.0,25.8279,5518.9958393500965,POINT (720803.0316858036 5418102.825685344),2024-01-10 22:04:37.500,-41.35832167368174,-72.36033803823983,25.773882,1.2548287,50172180.0,4.0,0.00024037858,0.0,0.0,25.8279,5518.9958393500965,5054,0.3520635145511142,22.158398567659546
5285.0,25.5864,5285.151185804841,POINT (720974.0208638746 5417943.870062952),2024-01-10 22:06:18.000,-41.35978970960022,-72.35838300343357,25.506544,0.9718276,56752850.0,4.0,0.00016872345,0.0,0.0,25.5864,5285.151185804841,4858,15.55131676109796,22.044251745048406
